Vehicle,URL,Launch,t_meco,alt_meco,t_sei_seco,alt_sei,alt_seco,prop_s1,prop_s2
Proton-M/Briz-M,https://www.youtube.com/watch?v=C-l-e95nST4,30/07/2020,125,46,205,47,132,428300,157300
